Date,pm2.5
2010-1-23,0
2010-1-23,0
2010-1-23,0
2010-1-23,0
2010-1-23,0
2010-1-24,0
2010-1-24,0
2010-1-24,0
2010-1-24,0
2010-1-24,0
2010-1-24,0
2010-1-24,0
2010-1-24,0
2010-1-24,0
2010-1-24,0
2010-1-24,0
2010-1-24,0
2010-1-24,0
2010-1-24,0
2010-1-24,0
2010-1-24,0
2010-1-24,0
2010-1-24,0
2010-1-24,0
2010-1-24,0
2010-1-24,0
2010-1-24,0
2010-1-24,0
2010-1-24,0
2010-1-25,0
2010-1-25,0
2010-1-25,0
2010-1-25,0
2010-1-25,0
2010-1-25,0
2010-1-25,0
2010-1-25,0
2010-1-25,0
2010-1-25,0
2010-1-25,0
2010-1-25,0
2010-1-25,0
2010-1-25,0
2010-1-25,0
2010-1-25,0
2010-1-25,0
2010-1-25,0
2010-1-25,0
2010-1-25,0
2010-1-25,0
2010-1-25,0
2010-1-25,0
2010-1-25,0
2010-1-26,0
2010-1-26,0
2010-1-26,0
2010-1-26,0
2010-1-26,0
2010-1-26,0
2010-1-26,0
2010-1-26,0
2010-1-26,0
2010-1-26,0
2010-1-26,0
2010-1-26,0
2010-1-26,88
2010-1-26,85
2010-1-26,90
2010-1-26,127
2010-1-26,144
2010-1-26,203
2010-1-26,199
2010-1-26,231
2010-1-26,274
2010-1-26,340
2010-1-26,298
2010-1-26,268
2010-1-27,299
2010-1-27,300
2010-1-27,240
2010-1-27,213
2010-1-27,171
2010-1-27,153
2010-1-27,153
2010-1-27,140
2010-1-27,147
2010-1-27,158
2010-1-27,153
2010-1-27,154
2010-1-27,143
2010-1-27,90
2010-1-27,55
2010-1-27,52
2010-1-27,41
2010-1-27,29
2010-1-27,37
2010-1-27,49
2010-1-27,56
2010-1-27,38
2010-1-27,37
2010-1-27,28
2010-1-28,20
2010-1-28,22
2010-1-28,27
2010-1-28,34
2010-1-28,27
2010-1-28,32
2010-1-28,28
2010-1-28,28
2010-1-28,18
2010-1-28,17
2010-1-28,16
2010-1-28,18
2010-1-28,16
2010-1-28,12
2010-1-28,13
2010-1-28,23
2010-1-28,21
2010-1-28,13
2010-1-28,14
2010-1-28,23
2010-1-28,16
2010-1-28,25
2010-1-28,20
2010-1-28,25
2010-1-29,19
2010-1-29,24
2010-1-29,25
2010-1-29,20
2010-1-29,24
2010-1-29,17
2010-1-29,10
2010-1-29,11
2010-1-29,16
2010-1-29,20
2010-1-29,13
2010-1-29,12
2010-1-29,12
2010-1-29,12
2010-1-29,12
2010-1-29,31
2010-1-29,36
2010-1-29,42
2010-1-29,52
2010-1-29,26
2010-1-29,24
2010-1-29,25
2010-1-29,43
2010-1-29,47
2010-1-30,61
2010-1-30,66
2010-1-30,65
2010-1-30,70
2010-1-30,36
2010-1-30,37
2010-1-30,22
2010-1-30,24
2010-1-30,29
2010-1-30,35
2010-1-30,35
2010-1-30,33
2010-1-30,32
2010-1-30,25
2010-1-30,16
2010-1-30,26
2010-1-30,32
2010-1-30,36
2010-1-30,37
2010-1-30,45
2010-1-30,71
2010-1-30,67
2010-1-30,69
2010-1-30,94
2010-1-31,85
2010-1-31,35
2010-1-31,26
2010-1-31,24
2010-1-31,20
2010-1-31,16
2010-1-31,18
2010-1-31,19
2010-1-31,22
2010-1-31,17
2010-1-31,18
2010-1-31,11
2010-1-31,11
2010-1-31,16
2010-1-31,18
2010-1-31,17
2010-1-31,19
2010-1-31,26
2010-1-31,24
2010-1-31,54
2010-1-31,71
2010-1-31,129
2010-1-31,145
2010-1-31,101
2010-2-1,65
2010-2-1,70
2010-2-1,67
2010-2-1,76
2010-2-1,76
2010-2-1,68
2010-2-1,73
2010-2-1,73
2010-2-1,64
2010-2-1,53
2010-2-1,72
2010-2-1,78
2010-2-1,72
2010-2-1,56
2010-2-1,54
2010-2-1,40
2010-2-1,49
2010-2-1,63
2010-2-1,66
2010-2-1,64
2010-2-1,63
2010-2-1,65
2010-2-1,64
2010-2-1,64
2010-2-2,62
2010-2-2,56
2010-2-2,87
2010-2-2,72
2010-2-2,104
2010-2-2,97
2010-2-2,96
2010-2-2,86
2010-2-2,85
2010-2-2,92
2010-2-2,55
2010-2-2,36
2010-2-2,27
2010-2-2,25
2010-2-2,28
2010-2-2,32
2010-2-2,35
2010-2-2,43
2010-2-2,70
2010-2-2,83
2010-2-2,66
2010-2-2,70
2010-2-2,80
2010-2-2,88
2010-2-3,69
2010-2-3,71
2010-2-3,62
2010-2-3,73
2010-2-3,107
2010-2-3,94
2010-2-3,121
2010-2-3,132
2010-2-3,161
2010-2-3,120
2010-2-3,72
2010-2-3,58
2010-2-3,34
2010-2-3,14
2010-2-3,17
2010-2-3,15
2010-2-3,23
2010-2-3,34
2010-2-3,96
2010-2-3,87
2010-2-3,87
2010-2-3,95
2010-2-3,105
2010-2-3,114
2010-2-4,103
2010-2-4,99
2010-2-4,102
2010-2-4,104
2010-2-4,78
2010-2-4,33
2010-2-4,29
2010-2-4,27
2010-2-4,27
2010-2-4,26
2010-2-4,33
2010-2-4,29
2010-2-4,31
2010-2-4,28
2010-2-4,28
2010-2-4,61
2010-2-4,64
2010-2-4,80
2010-2-4,91
2010-2-4,79
2010-2-4,48
2010-2-4,59
2010-2-4,82
2010-2-4,63
2010-2-5,48
2010-2-5,54
2010-2-5,42
2010-2-5,47
2010-2-5,87
2010-2-5,105
2010-2-5,90
2010-2-5,101
2010-2-5,126
2010-2-5,114
2010-2-5,103
2010-2-5,114
2010-2-5,100
2010-2-5,72
2010-2-5,68
2010-2-5,72
2010-2-5,71
2010-2-5,80
2010-2-5,70
2010-2-5,63
2010-2-5,67
2010-2-5,62
2010-2-5,69
2010-2-5,58
2010-2-6,51
2010-2-6,51
2010-2-6,54
2010-2-6,45
2010-2-6,47
2010-2-6,85
2010-2-6,78
2010-2-6,68
2010-2-6,64
2010-2-6,65
2010-2-6,80
2010-2-6,74
2010-2-6,93
2010-2-6,77
2010-2-6,67
2010-2-6,84
2010-2-6,77
2010-2-6,83
2010-2-6,82
2010-2-6,100
2010-2-6,189
2010-2-6,99
2010-2-6,71
2010-2-6,43
2010-2-7,64
2010-2-7,68
2010-2-7,69
2010-2-7,65
2010-2-7,71
2010-2-7,77
2010-2-7,81
2010-2-7,88
2010-2-7,90
2010-2-7,92
2010-2-7,88
2010-2-7,80
2010-2-7,100
2010-2-7,105
2010-2-7,118
2010-2-7,125
2010-2-7,141
2010-2-7,152
2010-2-7,164
2010-2-7,147
2010-2-7,162
2010-2-7,157
2010-2-7,156
2010-2-7,160
2010-2-8,178
2010-2-8,187
2010-2-8,181
2010-2-8,185
2010-2-8,197
2010-2-8,180
2010-2-8,172
2010-2-8,166
2010-2-8,136
2010-2-8,133
2010-2-8,140
2010-2-8,159
2010-2-8,169
2010-2-8,170
2010-2-8,184
2010-2-8,163
2010-2-8,140
2010-2-8,144
2010-2-8,166
2010-2-8,196
2010-2-8,227
2010-2-8,210
2010-2-8,233
2010-2-8,258
2010-2-9,247
2010-2-9,230
2010-2-9,273
2010-2-9,253
2010-2-9,254
2010-2-9,241
2010-2-9,229
2010-2-9,199
2010-2-9,193
2010-2-9,207
2010-2-9,176
2010-2-9,91
2010-2-9,58
2010-2-9,39
2010-2-9,50
2010-2-9,51
2010-2-9,49
2010-2-9,54
2010-2-9,153
2010-2-9,181
2010-2-9,181
2010-2-9,182
2010-2-9,156
2010-2-9,27
2010-2-10,16
2010-2-10,22
2010-2-10,21
2010-2-10,6
2010-2-10,8
2010-2-10,8
2010-2-10,8
2010-2-10,10
2010-2-10,9
2010-2-10,20
2010-2-10,14
2010-2-10,16
2010-2-10,14
2010-2-10,10
2010-2-10,7
2010-2-10,8
2010-2-10,12
2010-2-10,15
2010-2-10,8
2010-2-10,11
2010-2-10,18
2010-2-10,16
2010-2-10,11
2010-2-10,10
2010-2-11,11
2010-2-11,10
2010-2-11,10
2010-2-11,12
2010-2-11,12
2010-2-11,10
2010-2-11,10
2010-2-11,9
2010-2-11,9
2010-2-11,11
2010-2-11,12
2010-2-11,12
2010-2-11,12
2010-2-11,21
2010-2-11,18
2010-2-11,13
2010-2-11,18
2010-2-11,17
2010-2-11,19
2010-2-11,22
2010-2-11,20
2010-2-11,24
2010-2-11,19
2010-2-11,13
2010-2-12,17
2010-2-12,22
2010-2-12,16
2010-2-12,16
2010-2-12,11
2010-2-12,10
2010-2-12,9
2010-2-12,11
2010-2-12,14
2010-2-12,21
2010-2-12,26
2010-2-12,21
2010-2-12,19
2010-2-12,13
2010-2-12,13
2010-2-12,13
2010-2-12,13
2010-2-12,11
2010-2-12,19
2010-2-12,22
2010-2-12,50
2010-2-12,58
2010-2-12,60
2010-2-12,69
2010-2-13,108
2010-2-13,51
2010-2-13,54
2010-2-13,38
2010-2-13,27
2010-2-13,23
2010-2-13,27
2010-2-13,28
2010-2-13,24
2010-2-13,26
2010-2-13,23
2010-2-13,37
2010-2-13,46
2010-2-13,49
2010-2-13,53
2010-2-13,57
2010-2-13,51
2010-2-13,64
2010-2-13,100
2010-2-13,113
2010-2-13,136
2010-2-13,213
2010-2-13,259
2010-2-13,267
2010-2-14,351
2010-2-14,980
2010-2-14,0
2010-2-14,599
2010-2-14,39
2010-2-14,7
2010-2-14,8
2010-2-14,7
2010-2-14,7
2010-2-14,7
2010-2-14,16
2010-2-14,19
2010-2-14,15
2010-2-14,21
2010-2-14,18
2010-2-14,16
2010-2-14,15
2010-2-14,16
2010-2-14,16
2010-2-14,21
2010-2-14,36
2010-2-14,51
2010-2-14,67
2010-2-14,46
2010-2-15,45
2010-2-15,27
2010-2-15,24
2010-2-15,18
2010-2-15,15
2010-2-15,17
2010-2-15,11
2010-2-15,16
2010-2-15,16
2010-2-15,39
2010-2-15,25
2010-2-15,17
2010-2-15,8
2010-2-15,11
2010-2-15,14
2010-2-15,15
2010-2-15,15
2010-2-15,13
2010-2-15,13
2010-2-15,26
2010-2-15,50
2010-2-15,73
2010-2-15,96
2010-2-15,116
2010-2-16,146
2010-2-16,113
2010-2-16,91
2010-2-16,70
2010-2-16,65
2010-2-16,51
2010-2-16,29
2010-2-16,30
2010-2-16,26
2010-2-16,26
2010-2-16,24
2010-2-16,21
2010-2-16,24
2010-2-16,39
2010-2-16,79
2010-2-16,99
2010-2-16,118
2010-2-16,140
2010-2-16,159
2010-2-16,161
2010-2-16,167
2010-2-16,178
2010-2-16,192
2010-2-16,198
2010-2-17,207
2010-2-17,237
2010-2-17,247
2010-2-17,227
2010-2-17,176
2010-2-17,113
2010-2-17,46
2010-2-17,18
2010-2-17,13
2010-2-17,22
2010-2-17,15
2010-2-17,18
2010-2-17,18
2010-2-17,12
2010-2-17,11
2010-2-17,11
2010-2-17,12
2010-2-17,9
2010-2-17,9
2010-2-17,27
2010-2-17,31
2010-2-17,39
2010-2-17,49
2010-2-17,48
2010-2-18,50
2010-2-18,38
2010-2-18,36
2010-2-18,41
2010-2-18,80
2010-2-18,70
2010-2-18,74
2010-2-18,77
2010-2-18,87
2010-2-18,107
2010-2-18,54
2010-2-18,36
2010-2-18,34
2010-2-18,19
2010-2-18,26
2010-2-18,27
2010-2-18,27
2010-2-18,29
2010-2-18,41
2010-2-18,47
2010-2-18,115
2010-2-18,265
2010-2-18,236
2010-2-18,296
2010-2-19,159
2010-2-19,119
2010-2-19,115
2010-2-19,168
2010-2-19,177
2010-2-19,191
2010-2-19,185
2010-2-19,157
2010-2-19,114
2010-2-19,117
2010-2-19,112
2010-2-19,107
2010-2-19,96
2010-2-19,99
2010-2-19,82
2010-2-19,58
2010-2-19,40
2010-2-19,45
2010-2-19,44
2010-2-19,49
2010-2-19,65
2010-2-19,101
2010-2-19,146
2010-2-19,165
2010-2-20,205
2010-2-20,191
2010-2-20,204
2010-2-20,190
2010-2-20,174
2010-2-20,144
2010-2-20,120
2010-2-20,122
2010-2-20,152
2010-2-20,158
2010-2-20,178
2010-2-20,184
2010-2-20,184
2010-2-20,185
2010-2-20,175
2010-2-20,165
2010-2-20,150
2010-2-20,163
2010-2-20,172
2010-2-20,184
2010-2-20,178
2010-2-20,211
2010-2-20,213
2010-2-20,282
2010-2-21,261
2010-2-21,215
2010-2-21,233
2010-2-21,235
2010-2-21,214
2010-2-21,205
2010-2-21,206
2010-2-21,220
2010-2-21,191
2010-2-21,189
2010-2-21,109
2010-2-21,65
2010-2-21,35
2010-2-21,35
2010-2-21,27
2010-2-21,36
2010-2-21,30
2010-2-21,23
2010-2-21,20
2010-2-21,30
2010-2-21,69
2010-2-21,99
2010-2-21,117
2010-2-21,154
2010-2-22,154
2010-2-22,136
2010-2-22,143
2010-2-22,132
2010-2-22,100
2010-2-22,89
2010-2-22,90
2010-2-22,90
2010-2-22,99
2010-2-22,92
2010-2-22,80
2010-2-22,56
2010-2-22,60
2010-2-22,72
2010-2-22,76
2010-2-22,79
2010-2-22,84
2010-2-22,92
2010-2-22,100
2010-2-22,95
2010-2-22,81
2010-2-22,95
2010-2-22,87
2010-2-22,86
2010-2-23,90
2010-2-23,111
2010-2-23,104
2010-2-23,129
2010-2-23,117
2010-2-23,105
2010-2-23,112
2010-2-23,130
2010-2-23,134
2010-2-23,136
2010-2-23,142
2010-2-23,150
2010-2-23,148
2010-2-23,160
2010-2-23,179
2010-2-23,183
2010-2-23,191
2010-2-23,195
2010-2-23,196
2010-2-23,218
2010-2-23,246
2010-2-23,264
2010-2-23,274
2010-2-23,282
2010-2-24,283
2010-2-24,242
2010-2-24,227
2010-2-24,223
2010-2-24,227
2010-2-24,227
2010-2-24,237
2010-2-24,243
2010-2-24,262
2010-2-24,296
2010-2-24,301
2010-2-24,302
2010-2-24,311
2010-2-24,307
2010-2-24,312
2010-2-24,298
2010-2-24,292
2010-2-24,299
2010-2-24,353
2010-2-24,368
2010-2-24,309
2010-2-24,284
2010-2-24,244
2010-2-24,218
2010-2-25,164
2010-2-25,153
2010-2-25,135
2010-2-25,134
2010-2-25,139
2010-2-25,148
2010-2-25,210
2010-2-25,218
2010-2-25,253
2010-2-25,266
2010-2-25,241
2010-2-25,235
2010-2-25,237
2010-2-25,248
2010-2-25,180
2010-2-25,176
2010-2-25,165
2010-2-25,138
2010-2-25,136
2010-2-25,136
2010-2-25,130
2010-2-25,118
2010-2-25,56
2010-2-25,55
2010-2-26,52
2010-2-26,46
2010-2-26,46
2010-2-26,45
2010-2-26,51
2010-2-26,53
2010-2-26,50
2010-2-26,46
2010-2-26,58
2010-2-26,75
2010-2-26,72
2010-2-26,82
2010-2-26,81
2010-2-26,91
2010-2-26,93
2010-2-26,90
2010-2-26,79
2010-2-26,79
2010-2-26,70
2010-2-26,70
2010-2-26,84
2010-2-26,103
2010-2-26,95
2010-2-26,66
2010-2-27,38
2010-2-27,35
2010-2-27,30
2010-2-27,29
2010-2-27,31
2010-2-27,29
2010-2-27,31
2010-2-27,34
2010-2-27,52
2010-2-27,65
2010-2-27,89
2010-2-27,138
2010-2-27,77
2010-2-27,88
2010-2-27,95
2010-2-27,105
2010-2-27,101
2010-2-27,102
2010-2-27,103
2010-2-27,105
2010-2-27,98
2010-2-27,124
2010-2-27,112
2010-2-27,123
2010-2-28,126
2010-2-28,114
2010-2-28,115
2010-2-28,128
2010-2-28,138
2010-2-28,145
2010-2-28,139
2010-2-28,119
2010-2-28,114
2010-2-28,78
2010-2-28,80
2010-2-28,37
2010-2-28,20
2010-2-28,20
2010-2-28,14
2010-2-28,13
2010-2-28,16
2010-2-28,15
2010-2-28,21
2010-2-28,72
2010-2-28,85
2010-2-28,108
2010-2-28,128
2010-2-28,161
2010-3-1,69
2010-3-1,59
2010-3-1,42
2010-3-1,35
2010-3-1,35
2010-3-1,29
2010-3-1,25
2010-3-1,23
2010-3-1,17
2010-3-1,25
2010-3-1,39
2010-3-1,44
2010-3-1,51
2010-3-1,61
2010-3-1,70
2010-3-1,70
2010-3-1,65
2010-3-1,75
2010-3-1,86
2010-3-1,91
2010-3-1,95
2010-3-1,89
2010-3-1,96
2010-3-1,99
2010-3-2,101
2010-3-2,101
2010-3-2,108
2010-3-2,108
2010-3-2,115
2010-3-2,111
2010-3-2,120
2010-3-2,125
2010-3-2,138
2010-3-2,164
2010-3-2,169
2010-3-2,82
2010-3-2,63
2010-3-2,37
2010-3-2,37
2010-3-2,36
2010-3-2,30
2010-3-2,27
2010-3-2,28
2010-3-2,34
2010-3-2,44
2010-3-2,116
2010-3-2,139
2010-3-2,129
2010-3-3,109
2010-3-3,97
2010-3-3,92
2010-3-3,158
2010-3-3,178
2010-3-3,135
2010-3-3,111
2010-3-3,114
2010-3-3,121
2010-3-3,126
2010-3-3,133
2010-3-3,146
2010-3-3,165
2010-3-3,202
2010-3-3,230
2010-3-3,247
2010-3-3,236
2010-3-3,227
2010-3-3,224
2010-3-3,187
2010-3-3,150
2010-3-3,144
2010-3-3,123
2010-3-3,134
2010-3-4,98
2010-3-4,101
2010-3-4,108
2010-3-4,126
2010-3-4,125
2010-3-4,121
2010-3-4,123
2010-3-4,126
2010-3-4,131
2010-3-4,126
2010-3-4,156
2010-3-4,187
2010-3-4,220
2010-3-4,237
2010-3-4,252
2010-3-4,226
2010-3-4,231
2010-3-4,222
2010-3-4,246
2010-3-4,261
2010-3-4,256
2010-3-4,255
2010-3-4,263
2010-3-4,269
2010-3-5,248
2010-3-5,89
2010-3-5,15
2010-3-5,19
2010-3-5,15
2010-3-5,13
2010-3-5,16
2010-3-5,19
2010-3-5,19
2010-3-5,24
2010-3-5,24
2010-3-5,17
2010-3-5,11
2010-3-5,17
2010-3-5,14
2010-3-5,16
2010-3-5,16
2010-3-5,18
2010-3-5,22
2010-3-5,30
2010-3-5,27
2010-3-5,29
2010-3-5,20
2010-3-5,14
2010-3-6,19
2010-3-6,16
2010-3-6,12
2010-3-6,13
2010-3-6,15
2010-3-6,11
2010-3-6,19
2010-3-6,16
2010-3-6,27
2010-3-6,23
2010-3-6,29
2010-3-6,26
2010-3-6,39
2010-3-6,52
2010-3-6,65
2010-3-6,91
2010-3-6,103
